title,description,city,address,postal_code,start_date,content
JEUDI CHANSON,"Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Vendredi 5 Juin 2026 : Scène ouverte des ateliers loisirs

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**",Paris,124 avenue de la république 75011 paris,75011,2026-06-05 18:30:00+00:00,"Evenement : JEUDI CHANSON. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 05/06/2026. Description : Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Vendredi 5 Juin 2026 : Scène ouverte des ateliers loisirs

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**"
34e Festival Le Court en dit long,"La sélection a été opérée avec la complicité d’une marraine, actrice, scénariste et réalisatrice : Natacha Régnier.  
Parmi les films en compétition, on retrouve quelques cinéastes fidèles du festival (Cédric Bourgeois, Rémi Vandenitte, Philippe Reypens, Arnaud Demuynck, Pascale Hecquet, Olivier Smolders, Maïa Descamps et Camille Britte), Laurier Fourniau qui avait reçu le Grand Prix en 2024 et Guillaume Senez qui a coréalisé un court métrage après ses trois longs.  
Comme le cinéma de Wallonie et de Bruxelles demeure vif et prolixe, de nombreux premiers films seront à nouveau dévoilés, comme autant de nouvelles voix et de nouveaux regards, en grande partie féminins (23 réalisatrices – 42% / 32 réalisateurs – 58 %)  
Cette année, en périphérie de la compétition, le Festival est ravi de présenter les Talents Adami Cannes 2026 et une Carte blanche de documentaires de l’INSAS réalisés en 2024 et 2025 à la faveur du projet « Regards croisés » en Espagne ou au Maroc ou de films de fin d’études.  
L’un des acteurs et réalisateurs fidèle du Festival, Jean-Benoît Ugeux, viendra présenter en première projection parisienne son premier long métrage _L’ÂGE MÛR_, après avoir exposé dans l’après-midi du vendredi 5 juin son parcours du court au long métrage, lors d’une Classe de cinéma.  
Comme chaque année, le Centre Wallonie-Bruxelles/Paris donne rendez-vous à tous les professionnel.les et amateurs.trices de courts métrages à découvrir une sélection qui confirme à nouveau la formidable vigueur et l’extrême variété de styles et de formes des productions de Wallonie et de Bruxelles.  
**LE PROGRAMME :**  
■ Lundi 1er juin à 20h30 | Programme 1 : _La vie d’artiste_ - Durée totale : 1h30  
Avec : Camille Britte, Corentin Lobet, Toni Isabella Valenzi, Chantal Peten, Franck Morand & Guillaume Senez  
■ Mardi 2 juin à 18h | Programme 2 : _Et l’amour dans tout ça ?_ - Durée totale : 1h34  
Avec : Baptiste Guiard, Alice Khol, Christophe Prédari, Archibald Martin, Maïa Descamps  
■ Mardi 2 juin à 20h30 | Programme 3 : _Films de genres_ - Durée totale : 1h36  
Avec : Tanguy Thibaut, Anthony Tueri, Toni Hilgersson, Marie Rombaut, Eliott Delbeck, Dylan Van Ingelgem, Louis Pirson, Mathieu Mortelmans & Cécile Delberghe, Boris Tilquin & Maud Carpentier  
■ Mercredi 3 juin à 16h | Programme 4 : _Films d’écoles et ateliers_ - Durée totale : 1h22  
Avec : Morgane Holsters & Emi Inohana, Camille de Vulpillières, Cécilia Goodman, Louison Chambon, Tristan PoiteLéa Michot & Maëlle Zeippen, Clara Diet Cordy  
■ Mercredi 3 juin à 18h | Programme 5 : _Tu as dit famille ?_ - Durée totale : 1h38  
Avec : Sara Dufossé, Dimitri Kourtchine & Béatriz Coutrot, Louis Kempeneers & Axel Capite, Colin Javaux, Laurier Fourniau  
■ Mercredi 3 juin à 20h30 | Programme 6 : _Rester debout_ - Durée totale : 1h41  
Avec : Rémi Durin, Julien Lepoutre, Pauline Carette, Vinciane Le Men, Amélie Navarro & Gaëtan d’Agostino, Philippe Reypens  
■ Jeudi 4 juin à 18h | Programme 7 : _Contes et merveilles_ - Durée totale : 1h35  
Avec : Paul Jadoul, Pascale Hecquet, Olivier Smolders, Juliette Baily, Cédric Bourgeois & Rémi Vandenitte, Morgane Simon & Arnaud Demuynck, Colin Van der Straeten  
■ Jeudi 4 juin à 20h30 | Talents Adami Cinéma 2026 - Durée totale : 0h58  
Avec : Kevin Razy, Louise Coldefy, Natacha Régnier, Louise Bourgoin  
■ Vendredi 5 juin à 15h | Carte blanche documentaires de l’INSAS - Durée : 1h28  
Avec : Léa Berghe & Lison Besangez, Juliette Léonard, Ellie Delvaux, Madeleine Faburel-Dumail, Soleysa Taleb  
■ Vendredi 5 juin à 17h | Master Class du court au long avec Jean-Benoît Ugeux  
■ Vendredi 5 juin à 19h | Clôture & Palmarès  
■ Vendredi 5 juin à 20h15 | Avant-première - Durée : 1h24  
_L’âge mûr_ de Jean-Benoît Ugeux",Paris,46 rue Quincampoix,75004,2026-06-05 18:30:00+00:00,"Evenement : 34e Festival Le Court en dit long. Lieu : 46 rue Quincampoix, Paris. Date : 05/06/2026. Description : La sélection a été opérée avec la complicité d’une marraine, actrice, scénariste et réalisatrice : Natacha Régnier.  
Parmi les films en compétition, on retrouve quelques cinéastes fidèles du festival (Cédric Bourgeois, Rémi Vandenitte, Philippe Reypens, Arnaud Demuynck, Pascale Hecquet, Olivier Smolders, Maïa Descamps et Camille Britte), Laurier Fourniau qui avait reçu le Grand Prix en 2024 et Guillaume Senez qui a coréalisé un court métrage après ses trois longs.  
Comme le cinéma de Wallonie et de Bruxelles demeure vif et prolixe, de nombreux premiers films seront à nouveau dévoilés, comme autant de nouvelles voix et de nouveaux regards, en grande partie féminins (23 réalisatrices – 42% / 32 réalisateurs – 58 %)  
Cette année, en périphérie de la compétition, le Festival est ravi de présenter les Talents Adami Cannes 2026 et une Carte blanche de documentaires de l’INSAS réalisés en 2024 et 2025 à la faveur du projet « Regards croisés » en Espagne ou au Maroc ou de films de fin d’études.  
L’un des acteurs et réalisateurs fidèle du Festival, Jean-Benoît Ugeux, viendra présenter en première projection parisienne son premier long métrage _L’ÂGE MÛR_, après avoir exposé dans l’après-midi du vendredi 5 juin son parcours du court au long métrage, lors d’une Classe de cinéma.  
Comme chaque année, le Centre Wallonie-Bruxelles/Paris donne rendez-vous à tous les professionnel.les et amateurs.trices de courts métrages à découvrir une sélection qui confirme à nouveau la formidable vigueur et l’extrême variété de styles et de formes des productions de Wallonie et de Bruxelles.  
**LE PROGRAMME :**  
■ Lundi 1er juin à 20h30 | Programme 1 : _La vie d’artiste_ - Durée totale : 1h30  
Avec : Camille Britte, Corentin Lobet, Toni Isabella Valenzi, Chantal Peten, Franck Morand & Guillaume Senez  
■ Mardi 2 juin à 18h | Programme 2 : _Et l’amour dans tout ça ?_ - Durée totale : 1h34  
Avec : Baptiste Guiard, Alice Khol, Christophe Prédari, Archibald Martin, Maïa Descamps  
■ Mardi 2 juin à 20h30 | Programme 3 : _Films de genres_ - Durée totale : 1h36  
Avec : Tanguy Thibaut, Anthony Tueri, Toni Hilgersson, Marie Rombaut, Eliott Delbeck, Dylan Van Ingelgem, Louis Pirson, Mathieu Mortelmans & Cécile Delberghe, Boris Tilquin & Maud Carpentier  
■ Mercredi 3 juin à 16h | Programme 4 : _Films d’écoles et ateliers_ - Durée totale : 1h22  
Avec : Morgane Holsters & Emi Inohana, Camille de Vulpillières, Cécilia Goodman, Louison Chambon, Tristan PoiteLéa Michot & Maëlle Zeippen, Clara Diet Cordy  
■ Mercredi 3 juin à 18h | Programme 5 : _Tu as dit famille ?_ - Durée totale : 1h38  
Avec : Sara Dufossé, Dimitri Kourtchine & Béatriz Coutrot, Louis Kempeneers & Axel Capite, Colin Javaux, Laurier Fourniau  
■ Mercredi 3 juin à 20h30 | Programme 6 : _Rester debout_ - Durée totale : 1h41  
Avec : Rémi Durin, Julien Lepoutre, Pauline Carette, Vinciane Le Men, Amélie Navarro & Gaëtan d’Agostino, Philippe Reypens  
■ Jeudi 4 juin à 18h | Programme 7 : _Contes et merveilles_ - Durée totale : 1h35  
Avec : Paul Jadoul, Pascale Hecquet, Olivier Smolders, Juliette Baily, Cédric Bourgeois & Rémi Vandenitte, Morgane Simon & Arnaud Demuynck, Colin Van der Straeten  
■ Jeudi 4 juin à 20h30 | Talents Adami Cinéma 2026 - Durée totale : 0h58  
Avec : Kevin Razy, Louise Coldefy, Natacha Régnier, Louise Bourgoin  
■ Vendredi 5 juin à 15h | Carte blanche documentaires de l’INSAS - Durée : 1h28  
Avec : Léa Berghe & Lison Besangez, Juliette Léonard, Ellie Delvaux, Madeleine Faburel-Dumail, Soleysa Taleb  
■ Vendredi 5 juin à 17h | Master Class du court au long avec Jean-Benoît Ugeux  
■ Vendredi 5 juin à 19h | Clôture & Palmarès  
■ Vendredi 5 juin à 20h15 | Avant-première - Durée : 1h24  
_L’âge mûr_ de Jean-Benoît Ugeux"
Concert électro de Daithí,"Concert électro de Daithí
-------------------------

Présenté en partenariat avec le Ficep - Les cultures étrangères à Paris et le Réseau ZoneFranche.  
Sur l'artiste : Chef de file de la scène électro-pop irlandaise, ce talentueux et prolifique musicien ancré dans la culture traditionnelle irlandaise mêle synthé, boîte à rythmes et fiddle pour créer un univers planant et dansant.  
Entrée libre !",Paris,5 rue des irlandais 75005 Paris,75005,2026-06-05 18:00:00+00:00,"Evenement : Concert électro de Daithí. Lieu : 5 rue des irlandais 75005 Paris, Paris. Date : 05/06/2026. Description : Concert électro de Daithí
-------------------------

Présenté en partenariat avec le Ficep - Les cultures étrangères à Paris et le Réseau ZoneFranche.  
Sur l'artiste : Chef de file de la scène électro-pop irlandaise, ce talentueux et prolifique musicien ancré dans la culture traditionnelle irlandaise mêle synthé, boîte à rythmes et fiddle pour créer un univers planant et dansant.  
Entrée libre !"
Elina Kulikova - Un champ brûlé,"[...] , produit une trilogie musicale et théâtrale avec Dima Efremov, artiste et activiste. Un Champ Brûlé, la première partie, retrace l’éclatement de la guerre et pose la question du regard actuel sur la culture russe aujourd’hui, au nom de laquelle des crimes de guerre sont perpétrés.

*Un Champ Brûlé* explore les possibilités narratives du langage théâtral tout en portant une déclaration politique. Au sein de ce triptyque pensé comme un manifeste, il s’agit d’aborder l’un des sujets les plus difficiles : la guerre, surtout lorsque cette guerre est menée au nom de votre pays. Tout au long du spectacle, la musique des grands compositeurs Tchaïkovski, Dargomyjski et Tariverdiev accompagne des textes sur la géopolitique, la violence d’État. Elina Kulikova au chant et Dima Efremov au piano s’attachent à mettre en évidence ce paradoxe : c’est le romantisme de cet impérialisme et de sa culture qui a en partie aveuglé le reste du monde sur le caractère répressif de cet État, tant envers ses citoyens qu’envers d’autres pays et cultures.

[Plus d’informations sur notre site web](https://ccsparis.com/evenements/elina-kulikova-un-champ-brule/)",Paris,"32 rue des Francs-Bourgeois, Paris",75003,2026-06-05 18:00:00+00:00,"Evenement : Elina Kulikova - Un champ brûlé. Lieu : 32 rue des Francs-Bourgeois, Paris, Paris. Date : 05/06/2026. Description : [...] , produit une trilogie musicale et théâtrale avec Dima Efremov, artiste et activiste. Un Champ Brûlé, la première partie, retrace l’éclatement de la guerre et pose la question du regard actuel sur la culture russe aujourd’hui, au nom de laquelle des crimes de guerre sont perpétrés.

*Un Champ Brûlé* explore les possibilités narratives du langage théâtral tout en portant une déclaration politique. Au sein de ce triptyque pensé comme un manifeste, il s’agit d’aborder l’un des sujets les plus difficiles : la guerre, surtout lorsque cette guerre est menée au nom de votre pays. Tout au long du spectacle, la musique des grands compositeurs Tchaïkovski, Dargomyjski et Tariverdiev accompagne des textes sur la géopolitique, la violence d’État. Elina Kulikova au chant et Dima Efremov au piano s’attachent à mettre en évidence ce paradoxe : c’est le romantisme de cet impérialisme et de sa culture qui a en partie aveuglé le reste du monde sur le caractère répressif de cet État, tant envers ses citoyens qu’envers d’autres pays et cultures.

[Plus d’informations sur notre site web](https://ccsparis.com/evenements/elina-kulikova-un-champ-brule/)"
6ᵉ édition de l'Atelier Maurice Allais,"Alors que la dette publique française franchit le seuil des 110 % du PIB et que plus de la moitié de celle-ci est désormais détenue par des investisseurs étrangers, la question de sa soutenabilité s'impose aujourd'hui avec une acuité sans précédent.  
Nous vous donnons rendez-vous le vendredi 5 juin 2026 à partir de 14h30 à l'École des Mines Paris – PSL, pour la sixième édition de l'Atelier Maurice Allais, qui sera consacrée à la soutenabilité de la dette publique française face à la montée des incertitudes financières et géopolitiques.  
Fidèle à sa vocation de prolonger l'œuvre de Maurice Allais, cet Atelier organisé tous les 2, ) réunit chercheurs, décideurs et responsables publics afin de confronter analyses théoriques et réalités économiques autour des grands défis contemporains.",Paris,"60, boulevard Saint-Michel, 75006 Paris",75006,2026-06-05 12:30:00+00:00,"Evenement : 6ᵉ édition de l'Atelier Maurice Allais. Lieu : 60, boulevard Saint-Michel, 75006 Paris, Paris. Date : 05/06/2026. Description : Alors que la dette publique française franchit le seuil des 110 % du PIB et que plus de la moitié de celle-ci est désormais détenue par des investisseurs étrangers, la question de sa soutenabilité s'impose aujourd'hui avec une acuité sans précédent.  
Nous vous donnons rendez-vous le vendredi 5 juin 2026 à partir de 14h30 à l'École des Mines Paris – PSL, pour la sixième édition de l'Atelier Maurice Allais, qui sera consacrée à la soutenabilité de la dette publique française face à la montée des incertitudes financières et géopolitiques.  
Fidèle à sa vocation de prolonger l'œuvre de Maurice Allais, cet Atelier organisé tous les 2, ) réunit chercheurs, décideurs et responsables publics afin de confronter analyses théoriques et réalités économiques autour des grands défis contemporains."
Krispy Kreme célèbre la Journée internationale du Doughnut,"Rendez-vous le vendredi 5 juin 2026, place Joachim-du-Bellay, dans le 1er arrondissement de Paris.  
Les équipes de Krispy Kreme seront présentes pour une journée placée sous le signe de la gourmandise, avec 600 OG « Original Glazed » disponibles et offerts gratuitement de midi à 17 heures. Par ailleurs, la célèbre mascotte Krispy Kreme fera son grand retour afin de partager un moment avec vous autour du doughnut le plus iconique de la maison.  
Amateurs de doughnuts ou simples curieux, venez partager un moment de plaisir et de bonne humeur avec les équipes Krispy Kreme !",Paris,Place Joachim-du-Bellay,75001,2026-06-05 10:00:00+00:00,"Evenement : Krispy Kreme célèbre la Journée internationale du Doughnut. Lieu : Place Joachim-du-Bellay, Paris. Date : 05/06/2026. Description : Rendez-vous le vendredi 5 juin 2026, place Joachim-du-Bellay, dans le 1er arrondissement de Paris.  
Les équipes de Krispy Kreme seront présentes pour une journée placée sous le signe de la gourmandise, avec 600 OG « Original Glazed » disponibles et offerts gratuitement de midi à 17 heures. Par ailleurs, la célèbre mascotte Krispy Kreme fera son grand retour afin de partager un moment avec vous autour du doughnut le plus iconique de la maison.  
Amateurs de doughnuts ou simples curieux, venez partager un moment de plaisir et de bonne humeur avec les équipes Krispy Kreme !"
JEUDI CHANSON,"Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Jeudi 4 Juin 2026 : Concert de la formation « Voix du Jazz »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**",Paris,124 avenue de la république 75011 paris,75011,2026-06-04 18:30:00+00:00,"Evenement : JEUDI CHANSON. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 04/06/2026. Description : Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Jeudi 4 Juin 2026 : Concert de la formation « Voix du Jazz »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**"
"Festival 2026 - SORAYA LEILA EMERY / HOT STUFF ""Coming Soon""","### SORAYA LEILA EMERY / HOT STUFF ""Coming Soon""

En détournant La Grande Odalisque d’Ingres, Soraya Leila Emery transforme une image iconique de la peinture orientaliste en espace d’affirmation et d’émancipation. Avec Coming Soon, elle fait du regard et du plaisir féminin une puissance d’action, un corps qui observe, désire et recompose son propre récit.",Paris,"94 rue Jean-Pierre Timbaud, 75011 Paris",75011,2026-06-04 18:30:00+00:00,"Evenement : Festival 2026 - SORAYA LEILA EMERY / HOT STUFF ""Coming Soon"". Lieu : 94 rue Jean-Pierre Timbaud, 75011 Paris, Paris. Date : 04/06/2026. Description : ### SORAYA LEILA EMERY / HOT STUFF ""Coming Soon""

En détournant La Grande Odalisque d’Ingres, Soraya Leila Emery transforme une image iconique de la peinture orientaliste en espace d’affirmation et d’émancipation. Avec Coming Soon, elle fait du regard et du plaisir féminin une puissance d’action, un corps qui observe, désire et recompose son propre récit."
Lancement à la librairie - Il y a plusieurs manières de traverser une gare,"[...] , Jérôme Leuba, Camille Paulhan et Alain Freudiger, introduite en quelques mots par l’éditeur Stéphane Fretz, et suivie d’un apéritif et d’un moment d’échange.

Il y a plusieurs manières de traverser une gare est un ouvrage composé de textes ayant pour décor Genève, Lausanne et Berne. Jérôme Leuba a imaginé un dispositif durant quelques heures: faire réaliser quatre ou cinq sculptures vivantes, ou rejouer des performances historiques, puis inviter des auteur·ices à les insérer à leur façon dans un récit. Dans cet ouvrage, chaque situation performée se rencontre au détour d’une fiction, infiltrée parmi des milliers d’autres phrases. Quelle sera la place du réel? de la fiction? C’est la question de l’artiste Jérôme Leuba à trois écrivain·es: Alain Freudiger, Anaïs Wenger et Camille Paulhan. Avec une postface de la spécialiste de la performance contemporaine Anne Bénichou.

[Plus d’informations sur notre site web](https://ccsparis.com/evenements/lancement-a-la-librairie/)",Paris,"32 rue des Francs-Bourgeois, Paris",75003,2026-06-04 17:30:00+00:00,"Evenement : Lancement à la librairie - Il y a plusieurs manières de traverser une gare. Lieu : 32 rue des Francs-Bourgeois, Paris, Paris. Date : 04/06/2026. Description : [...] , Jérôme Leuba, Camille Paulhan et Alain Freudiger, introduite en quelques mots par l’éditeur Stéphane Fretz, et suivie d’un apéritif et d’un moment d’échange.

Il y a plusieurs manières de traverser une gare est un ouvrage composé de textes ayant pour décor Genève, Lausanne et Berne. Jérôme Leuba a imaginé un dispositif durant quelques heures: faire réaliser quatre ou cinq sculptures vivantes, ou rejouer des performances historiques, puis inviter des auteur·ices à les insérer à leur façon dans un récit. Dans cet ouvrage, chaque situation performée se rencontre au détour d’une fiction, infiltrée parmi des milliers d’autres phrases. Quelle sera la place du réel? de la fiction? C’est la question de l’artiste Jérôme Leuba à trois écrivain·es: Alain Freudiger, Anaïs Wenger et Camille Paulhan. Avec une postface de la spécialiste de la performance contemporaine Anne Bénichou.

[Plus d’informations sur notre site web](https://ccsparis.com/evenements/lancement-a-la-librairie/)"
Nadia Rozeva/ Monuments intimes,"Pendant les mois d’été, l’Institut Culturel Bulgare accueillera une exposition captivante : **« Monuments intimes » de Nadia Rozeva** – artiste bulgare et figure reconnue dans le domaine de la médaille d’art contemporain.  
L’exposition, qui sera inaugurée le 4 juin dans notre galerie, présente plus de 50 œuvres réalisées entre 2002 et 2026.  
Lors du **vernissage**, à **19h15** l'oeuvre de **Nadia Rozeva** sera présentée par l'artiste et **Mme Béatrice Coullaré,** docteur en histoire de l'art, spécialiste de la médaille.  
Intime par nature et conçue pour être touchée, **la médaille** est une forme sculpturale de petite dimension, à la fois puissante et singulière. C’est un récit tactile, où la perception de son poids physique offre un ancrage sensoriel aux thèmes explorés et rend l’abstrait tangible.  
Par le langage laconique de la médaille, l’art de Nadia Rozeva raconte des histoires intemporelles, nous ramenant à l’essentiel, à l’identité, ainsi qu’aux couches profondes de la mémoire et de la mythologie. Ses petits reliefs tactiles deviennent des espaces vivants et intensément chargés pour la réflexion esthétique.  
_Nadia Rozeva travaille dans les domaines de la médaille d’art, de la petite plastique, de la peinture, de la joaillerie et du design de produits. Après des études de marketing à Nadia Rozeva a étudié aux États-Unis, en Allemagne, en Autriche, ainsi qu’à l’Académie nationale des beaux-arts en Bulgarie sous la direction du professeur Bogomil Nikolov. Depuis plus de deux décennies, elle explore la médaille d’art non comme un objet commémoratif, mais en tant que le support d’un univers riche de récits archaïques et contemporains._  
_Ses œuvres font partie des collections permanentes du British Museum à Londres, du Cabinet royal des médailles à Stockholm, du musée de Bergen, de la Galerie nationale d’art à Sofia, du musée des monnaies et médailles de Kremnica, entre autres. Son travail a été présenté dans de nombreux musées et galeries internationales en Bulgarie, Italie, Allemagne, Japon, Canada et bien d'autres._  
_Elle est également l’auteure de la statuette « Rose d’Or » du festival de cinéma du Centre national du cinéma bulgare._  
_Aujourd’hui, elle vit à Paris, où elle collabore avec la Monnaie de Paris._",Paris,"28 rue de la Boétie, Paris",75008,2026-06-04 16:30:00+00:00,"Evenement : Nadia Rozeva/ Monuments intimes. Lieu : 28 rue de la Boétie, Paris, Paris. Date : 04/06/2026. Description : Pendant les mois d’été, l’Institut Culturel Bulgare accueillera une exposition captivante : **« Monuments intimes » de Nadia Rozeva** – artiste bulgare et figure reconnue dans le domaine de la médaille d’art contemporain.  
L’exposition, qui sera inaugurée le 4 juin dans notre galerie, présente plus de 50 œuvres réalisées entre 2002 et 2026.  
Lors du **vernissage**, à **19h15** l'oeuvre de **Nadia Rozeva** sera présentée par l'artiste et **Mme Béatrice Coullaré,** docteur en histoire de l'art, spécialiste de la médaille.  
Intime par nature et conçue pour être touchée, **la médaille** est une forme sculpturale de petite dimension, à la fois puissante et singulière. C’est un récit tactile, où la perception de son poids physique offre un ancrage sensoriel aux thèmes explorés et rend l’abstrait tangible.  
Par le langage laconique de la médaille, l’art de Nadia Rozeva raconte des histoires intemporelles, nous ramenant à l’essentiel, à l’identité, ainsi qu’aux couches profondes de la mémoire et de la mythologie. Ses petits reliefs tactiles deviennent des espaces vivants et intensément chargés pour la réflexion esthétique.  
_Nadia Rozeva travaille dans les domaines de la médaille d’art, de la petite plastique, de la peinture, de la joaillerie et du design de produits. Après des études de marketing à Nadia Rozeva a étudié aux États-Unis, en Allemagne, en Autriche, ainsi qu’à l’Académie nationale des beaux-arts en Bulgarie sous la direction du professeur Bogomil Nikolov. Depuis plus de deux décennies, elle explore la médaille d’art non comme un objet commémoratif, mais en tant que le support d’un univers riche de récits archaïques et contemporains._  
_Ses œuvres font partie des collections permanentes du British Museum à Londres, du Cabinet royal des médailles à Stockholm, du musée de Bergen, de la Galerie nationale d’art à Sofia, du musée des monnaies et médailles de Kremnica, entre autres. Son travail a été présenté dans de nombreux musées et galeries internationales en Bulgarie, Italie, Allemagne, Japon, Canada et bien d'autres._  
_Elle est également l’auteure de la statuette « Rose d’Or » du festival de cinéma du Centre national du cinéma bulgare._  
_Aujourd’hui, elle vit à Paris, où elle collabore avec la Monnaie de Paris._"
Stage-Atelier Ecriture de textes (au semestre ou à l'année),"**Stage-Atelier Ecriture de textes (au semestre ou à l'année)**  
**Finalités**  
Enrichir son imaginaire, son expression et perfectionner ses techniques et outils d’écriture de textes de chanson. S’approprier ces techniques et être capable de les utiliser dans le contexte professionnel des musiques actuelles.  
**Description du programme**  
Un stage-atelier hebdomadaire au trimestre sur 10 semaines ou 30 semaines.  
**Intervenants**  
Pierre Ganem, Nesles, Claire Fegrinelle, ROBI, JJ Nyssen.  
**Public visé**  
Compositeur.rice.s, Parolier.ière.s, Auteur.e.s  
**Pré-requis**  
Avoir une pratique professionnelle de l’écriture de chanson  
**Conditions d’accès**  
Sur dossier (lettre de motivation, bio et photo)  
**Dates**  
du 09/10/2025 au 29/01/2026 ou du 09/10/2025 au 04/06/2026  
**Horaires**  
26 heures sur 13 semaine(s) / le jeudi de 19h à 21h ou 52 heures sur 26 semaine(s) / le jeudi de 19h à 21h  
**Effectif**  
3 à 8 personnes  
**Lieu de la formation**  
ACP la Manufacture Chanson - 124 avenue de la République 75011 Paris  
**Coût de la formation**  
1300 € ttc (ou 700 € ttc en accès individuel) ou 2500 € ttc (ou 1300 € ttc en accès individuel)  
**PLUS D'INFOS : STAGE AU** [**SEMESTRE**](https://www.manufacturechanson.org/formation-professionnelle/stage-atelier-ecriture-de-textes-a-lannee-3/) **OU À** [**L'ANNÉE**](https://www.manufacturechanson.org/formation-professionnelle/stage-atelier-ecriture-de-textes-a-lannee-3/)",Paris,124 avenue de la république 75011 paris,75011,2026-06-04 17:00:00+00:00,"Evenement : Stage-Atelier Ecriture de textes (au semestre ou à l'année). Lieu : 124 avenue de la république 75011 paris, Paris. Date : 04/06/2026. Description : **Stage-Atelier Ecriture de textes (au semestre ou à l'année)**  
**Finalités**  
Enrichir son imaginaire, son expression et perfectionner ses techniques et outils d’écriture de textes de chanson. S’approprier ces techniques et être capable de les utiliser dans le contexte professionnel des musiques actuelles.  
**Description du programme**  
Un stage-atelier hebdomadaire au trimestre sur 10 semaines ou 30 semaines.  
**Intervenants**  
Pierre Ganem, Nesles, Claire Fegrinelle, ROBI, JJ Nyssen.  
**Public visé**  
Compositeur.rice.s, Parolier.ière.s, Auteur.e.s  
**Pré-requis**  
Avoir une pratique professionnelle de l’écriture de chanson  
**Conditions d’accès**  
Sur dossier (lettre de motivation, bio et photo)  
**Dates**  
du 09/10/2025 au 29/01/2026 ou du 09/10/2025 au 04/06/2026  
**Horaires**  
26 heures sur 13 semaine(s) / le jeudi de 19h à 21h ou 52 heures sur 26 semaine(s) / le jeudi de 19h à 21h  
**Effectif**  
3 à 8 personnes  
**Lieu de la formation**  
ACP la Manufacture Chanson - 124 avenue de la République 75011 Paris  
**Coût de la formation**  
1300 € ttc (ou 700 € ttc en accès individuel) ou 2500 € ttc (ou 1300 € ttc en accès individuel)  
**PLUS D'INFOS : STAGE AU** [**SEMESTRE**](https://www.manufacturechanson.org/formation-professionnelle/stage-atelier-ecriture-de-textes-a-lannee-3/) **OU À** [**L'ANNÉE**](https://www.manufacturechanson.org/formation-professionnelle/stage-atelier-ecriture-de-textes-a-lannee-3/)"
